"Year","Basin","ReleaseSite","RKM","ArrDate","CountOut","TransportCount","CountBack","estSAR","Salt0","Salt1","Salt2","Salt3","Salt4","Species","Rtype","Run","RTPath","Transported"
2005,"Salmon","CAMASC","522.303.319.057.023",138,3,3,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2005,"Salmon","CAPEHC","522.303.319.170.010.001",115,2,2,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2005,"Grande Ronde","CATHEC","522.271.232.032",139,95,95,1,1.05,0,0,1,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2005,"Grande Ronde","GRAND2","522.271.320",133,205,205,3,1.46,0,1,1,1,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2005,"Grande Ronde","GRNTRP","522.271.002",125,699,699,5,0.72,0,0,3,2,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2005,"Imnaha","IMNAHR","522.308.089",121,3,3,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2005,"Imnaha","IMNTRP","522.308.007",116,1572,1572,3,0.19,0,0,3,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2005,"Salmon","JOHTRP","522.303.215.060.024.007",128,1626,1626,4,0.25,0,0,0,4,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2005,"Salmon","KNOXB","522.303.215.118",156,4,4,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2005,"Salmon","LAKEC","522.303.215.059.045.001",148,22,22,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2005,"Salmon","LEMHIW","522.303.416.049",118,225,225,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2005,"Snake","LGRRBR","522.173",156,2,2,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2005,"Salmon","LICKC","522.303.215.059.008.001",116,18,18,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2005,"Salmon","LOONC","522.303.319.073.036",140,3,3,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2005,"Grande Ronde","LOSTIR","522.271.131.042.003",123,202,202,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2005,"Salmon","MARSHC","522.303.319.170.014",128,1,1,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2005,"Salmon","MARTRP","522.303.319.170.011",141,66,66,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2005,"Grande Ronde","MINAMR","522.271.131.016.000",123,165,165,2,1.21,0,0,2,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2005,"Salmon","PAHTRP","522.303.489.002",138,467,467,3,0.64,0,0,2,1,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2005,"Salmon","RPDTRP","522.303.140.007.007",119,50,50,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2005,"Salmon","SALEFT","522.303.552.029",141,4,4,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2005,"Salmon","SALRSF","522.303.215.117",150,1,1,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2005,"Salmon","SALTRP","522.303.103",120,3747,3747,11,0.29,0,1,6,4,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2005,"Salmon","SAWTRP","522.303.617",142,678,678,2,0.29,0,0,2,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2005,"Salmon","SECESR","522.303.215.059.030",147,17,17,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2005,"Salmon","SFSTRP","522.303.215.115",139,449,449,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2005,"Snake","SNKTRP","522.225",131,106,106,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2005,"Salmon","SULFUC","522.303.319.150.007",124,3,3,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2005,"Salmon","VALEYC","522.303.609.005",143,2,2,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2005,"Salmon","YANKWF","522.303.591.011",147,1,1,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2004,"Salmon","BEARVC","522.303.319.170.013",124,2,2,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2004,"Salmon","BIG2C","522.303.319.029.055",123,5,5,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2004,"Salmon","CAMASC","522.303.319.057.023",128,2,2,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2004,"Grande Ronde","CATHEC","522.271.232.050",143,154,154,2,1.3,0,0,1,1,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2004,"Grande Ronde","GRAND2","522.271.322",136,203,203,3,1.48,0,0,3,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2004,"Grande Ronde","GRNTRP","522.271.002",126,698,698,8,1.15,0,1,7,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2004,"Salmon","HERDC","522.303.552.014.002",129,4,4,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2004,"Imnaha","IMNAHR","522.308.091",119,1,1,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2004,"Imnaha","IMNTRP","522.308.007",122,2473,2473,13,0.53,0,0,6,7,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2004,"Salmon","JOHTRP","522.303.215.060.024.007",132,961,961,7,0.73,0,0,3,4,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2004,"Salmon","LAKEC","522.303.215.059.045.001",135,5,5,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2004,"Salmon","LEMHIR","522.303.416.050",116,7,7,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2004,"Salmon","LEMHIW","522.303.416.049",118,276,276,1,0.36,0,0,0,1,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2004,"Snake","LGRRRR","522.173",109,1,1,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2004,"Grande Ronde","LOOKGC","522.271.137.001",111,11,11,1,9.09,0,0,0,1,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2004,"Salmon","LOONC","522.303.319.073.034",126,1,1,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2004,"Grande Ronde","LOSTIR","522.271.131.042.022",138,206,206,2,0.97,0,0,2,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2004,"Salmon","MARSHC","522.303.319.170.011",119,3,3,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2004,"Salmon","MARTRP","522.303.319.170.011",136,492,492,1,0.2,0,0,0,1,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2004,"Grande Ronde","MINAMR","522.271.131.016.000",128,91,91,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2004,"Salmon","PAHTRP","522.303.489.002",131,314,314,1,0.32,0,0,1,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2004,"Salmon","SALEFT","522.303.552.029",122,2,2,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2004,"Salmon","SALRSF","522.303.215.117",127,2,2,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2004,"Salmon","SALTRP","522.303.103",119,1516,1516,7,0.46,0,0,7,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2004,"Salmon","SAWT","522.303.617",109,1,1,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2004,"Salmon","SAWTRP","522.303.617",133,569,569,8,1.41,0,0,3,5,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2004,"Salmon","SECESR","522.303.215.059.030",148,8,8,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2004,"Salmon","SFSTRP","522.303.215.115",136,293,293,3,1.02,0,0,1,2,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2004,"Snake","SNKTRP","522.225",149,374,374,5,1.34,0,0,1,4,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2004,"Salmon","VALEYC","522.303.609.004",135,1,1,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2003,"Salmon","BEARVC","522.303.319.170.010",136,1,1,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2003,"Salmon","BIG2C","522.303.319.029.056",130,2,2,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2003,"Salmon","CAMASC","522.303.319.057.023",137,2,2,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2003,"Salmon","CAPEHC","522.303.319.170.010.005",129,3,3,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2003,"Grande Ronde","CATHEC","522.271.232.032",137,101,101,1,0.99,0,0,1,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2003,"Salmon","ELKC","522.303.319.170.014.001",140,1,1,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2003,"Grande Ronde","GRAND2","522.271.299",132,107,107,1,0.93,0,0,1,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2003,"Grande Ronde","GRNTRP","522.271.002",121,409,409,1,0.24,0,0,1,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2003,"Imnaha","IMNAHR","522.308.091",110,2,2,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2003,"Imnaha","IMNTRP","522.308.007",111,466,466,4,0.86,0,0,4,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2003,"Salmon","JOHNSC","522.303.215.060.024.009",113,1,1,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2003,"Salmon","JOHTRP","522.303.215.060.024.007",133,540,540,1,0.19,0,0,1,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2003,"Salmon","LAKEC","522.303.215.059.045.001",128,6,6,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2003,"Salmon","LEMHIR","522.303.416.067",110,6,6,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2003,"Salmon","LEMHIW","522.303.416.049",123,124,124,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2003,"Snake","LGRRBR","522.173",150,2,2,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2003,"Grande Ronde","LOOKGC","522.271.137.001",115,26,26,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2003,"Grande Ronde","LOSTIR","522.271.131.042.030",124,122,122,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2003,"Salmon","LSFTRP","522.303.215.061",123,53,53,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2003,"Salmon","MARSHC","522.303.319.170.011",136,3,3,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2003,"Salmon","MARTRP","522.303.319.170.011",136,169,169,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2003,"Grande Ronde","MINAMR","522.271.131.016.000",123,78,78,1,1.28,0,0,1,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2003,"Salmon","PAHTRP","522.303.489.002",141,435,435,1,0.23,0,0,0,1,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2003,"Salmon","SALRSF","522.303.215.117",112,1,1,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2003,"Salmon","SALTRP","522.303.103",119,1477,1477,2,0.14,0,0,0,2,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2003,"Salmon","SAWTRP","522.303.617",140,343,343,3,0.87,0,0,1,2,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2003,"Salmon","SECESR","522.303.215.059",139,11,11,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2003,"Salmon","SFSTRP","522.303.215.115",141,93,93,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2003,"Snake","SNKTRP","522.225",138,205,205,1,0.49,0,0,0,1,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2003,"Salmon","SULFUC","522.303.319.150.007",113,1,1,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2003,"Salmon","VALEYC","522.303.609.004",113,2,2,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2002,"Salmon","BEARVC","522.303.319.170.012",141,3,3,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2002,"Salmon","BIG2C","522.303.319.029.010",113,1,1,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2002,"Grande Ronde","CATHEC","522.271.232.032",143,27,27,1,3.7,0,0,1,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2002,"Salmon","ELKC","522.303.319.170.014.006",130,2,2,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2002,"Grande Ronde","GRAND2","522.271.299",145,46,46,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2002,"Grande Ronde","GRNTRP","522.271.002",120,153,153,3,1.96,0,1,1,1,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2002,"Imnaha","IMNAHW","522.308.084",125,3,3,1,33.33,0,0,0,1,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2002,"Imnaha","IMNTRP","522.308.007",122,16,16,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2002,"Salmon","JOHTRP","522.303.215.060.024.007",116,12,12,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2002,"Salmon","LAKEC","522.303.215.059.045.001",149,3,3,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2002,"Salmon","LEMHIR","522.303.416",120,13,13,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2002,"Salmon","LEMHIW","522.303.416.049",124,64,64,1,1.56,0,1,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2002,"Grande Ronde","LOOKGC","522.271.137.001",112,37,37,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2002,"Grande Ronde","LOSTIR","522.271.131.042.019",122,48,48,1,2.08,0,0,1,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2002,"Salmon","LSFTRP","522.303.215.061",148,40,40,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2002,"Salmon","MARTRP","522.303.319.170.011",135,74,74,2,2.7,0,0,1,1,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2002,"Grande Ronde","MINAMR","522.271.131.016.000",131,34,34,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2002,"Salmon","PAHTRP","522.303.489.002",169,176,176,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2002,"Salmon","SALREF","522.303.552",131,5,5,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2002,"Salmon","SALTRP","522.303.103",118,507,507,6,1.18,0,2,3,1,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2002,"Salmon","SAWTRP","522.303.617",137,96,96,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2002,"Salmon","SECESR","522.303.215.059.030",149,7,7,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2002,"Salmon","SFSTRP","522.303.215.115",138,49,49,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2002,"Snake","SNAKE3","522.235",216,2,2,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2002,"Snake","SNKTRP","522.225",124,131,131,2,1.53,0,0,1,1,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2002,"Salmon","VALEYC","522.303.609.004",151,3,3,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2001,"Grande Ronde","CATHEC","522.271.232.045",146,7,7,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2001,"Salmon","HERDC","522.303.552.014.002",131,3,3,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2001,"Imnaha","IMNAHR","522.308.106",123,6,6,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2001,"Imnaha","IMNAHW","522.308.084",110,8,8,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2001,"Imnaha","IMNTRP","522.308.007",112,242,242,6,2.48,0,1,3,2,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2001,"Salmon","JOHNSC","522.303.215.060.024.010",122,1,1,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2001,"Salmon","JOHTRP","522.303.215.060.024.007",146,30,30,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2001,"Salmon","LAKEC","522.303.215.059.045.001",139,17,17,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2001,"Salmon","LEMHIR","522.303.416.079",134,1,1,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2001,"Salmon","LEMHIW","522.303.416.049",130,9,9,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2001,"Grande Ronde","LOSTIR","522.271.131.042.018",127,10,10,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2001,"Grande Ronde","MINAMR","522.271.131.016.000",129,8,8,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2001,"Salmon","PAHTRP","522.303.489.002",154,14,14,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2001,"Salmon","SALREF","522.303.552",137,3,3,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2001,"Salmon","SALRSF","522.303.215.118",150,2,2,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2001,"Salmon","SALTRP","522.303.103",135,18,18,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2001,"Salmon","SAWTRP","522.303.617",156,2,2,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2001,"Salmon","SECESR","522.303.215.059.030",126,32,32,2,6.25,0,0,2,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2001,"Salmon","SFSTRP","522.303.215.115",136,9,9,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2001,"Snake","SNKTRP","522.225",124,1,1,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2001,"Salmon","VALEYC","522.303.609.004",134,1,1,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2000,"Salmon","BEARVC","522.303.319.170.013",140,2,2,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2000,"Salmon","BIG2C","522.303.319.029.058",147,5,5,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2000,"Salmon","CAMASC","522.303.319.057.022",148,2,2,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2000,"Salmon","CAPEHC","522.303.319.170.010.003",152,1,1,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2000,"Grande Ronde","CATHEC","522.271.232.032",138,10,10,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2000,"Salmon","ELKC","522.303.319.170.014",106,1,1,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2000,"Grande Ronde","GRAND2","522.271.299",134,11,11,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2000,"Imnaha","IMNAHR","522.308.007",116,2,2,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2000,"Imnaha","IMNAHW","522.308.084",127,8,8,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2000,"Imnaha","IMNTRP","522.308.007",110,56,56,5,8.93,0,0,3,2,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2000,"Salmon","JOHNSC","522.303.215.060.024.009",128,1,1,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2000,"Salmon","JOHTRP","522.303.215.060.024.007",136,20,20,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2000,"Salmon","LAKEC","522.303.215.059.045.001",139,14,14,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2000,"Salmon","LEMHIW","522.303.416.049",118,11,11,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2000,"Salmon","LOONC","522.303.319.073.035",107,1,1,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2000,"Grande Ronde","LOSTIR","522.271.131.042.018",129,10,10,1,10,0,0,1,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2000,"Salmon","LSFTRP","522.303.215.058",126,12,12,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2000,"Salmon","MARSHC","522.303.319.170.012",105,1,1,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2000,"Salmon","MARTRP","522.303.319.170.011",145,10,10,1,10,0,0,0,1,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2000,"Grande Ronde","MINAMR","522.271.131.016.038",132,3,3,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2000,"Salmon","PAHTRP","522.303.489.002",175,30,30,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2000,"Salmon","SALREF","522.303.552",157,6,6,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2000,"Salmon","SALTRP","522.303.103",113,27,27,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2000,"Salmon","SAWTRP","522.303.617",117,5,5,1,20,0,1,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2000,"Salmon","SECESR","522.303.215.059.027",119,7,7,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2000,"Salmon","SFSTRP","522.303.215.115",144,19,19,1,5.26,0,0,0,1,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2000,"Snake","SNKTRP","522.225",127,15,15,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2000,"Salmon","SULFUC","522.303.319.150.007",127,3,3,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2000,"Salmon","VALEYC","522.303.609.005",150,3,3,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2000,"Salmon","YANKWF","522.303.591.011",119,2,2,0,0,0,0,0,0,0,"Chinook","Wild","SpSu","LWG-BON","Yes"
2018,"Salmon","ALTULC","522.303.633",139,12,0,0,0,0,0,0,0,0,"Sockeye","Wild",NA,"LWG-BON","No"
2018,"Salmon","PETTLC","522.303.633.002",140,70,0,0,0,0,0,0,0,0,"Sockeye","Wild",NA,"LWG-BON","No"
2018,"Salmon","RLCTRP","522.303.615.003",138,127,0,0,0,0,0,0,0,0,"Sockeye","Wild",NA,"LWG-BON","No"
2017,"Salmon","ALTULC","522.303.633.001",146,14,0,0,0,0,0,0,0,0,"Sockeye","Wild",NA,"LWG-BON","No"
2017,"Salmon","PETTLC","522.303.633.002.001",152,13,0,0,0,0,0,0,0,0,"Sockeye","Wild",NA,"LWG-BON","No"
2017,"Salmon","RLCTRP","522.303.615.003",138,81,0,0,0,0,0,0,0,0,"Sockeye","Wild",NA,"LWG-BON","No"
2016,"Salmon","PETTLC","522.303.633.002.001",139,18,0,0,0,0,0,0,0,0,"Sockeye","Wild",NA,"LWG-BON","No"
2016,"Salmon","RLCTRP","522.303.615.003",131,777,0,0,0,0,0,0,0,0,"Sockeye","Wild",NA,"LWG-BON","No"
2015,"Salmon","ALTULC","522.303.633.001",129,28,0,0,0,0,0,0,0,0,"Sockeye","Wild",NA,"LWG-BON","No"
2015,"Salmon","RLCTRP","522.303.615.003",129,206,0,0,0,0,0,0,0,0,"Sockeye","Wild",NA,"LWG-BON","No"
2014,"Salmon","ALTULC","522.303.633.001",141,1,0,0,0,0,0,0,0,0,"Sockeye","Wild",NA,"LWG-BON","No"
2014,"Salmon","PETTLC","522.303.633.002.002",144,31,0,0,0,0,0,0,0,0,"Sockeye","Wild",NA,"LWG-BON","No"
2014,"Salmon","RLCTRP","522.303.615.003",142,255,0,2,0.78,0,0,2,0,0,"Sockeye","Wild",NA,"LWG-BON","No"
2013,"Salmon","ALTULC","522.303.633",134,2,0,0,0,0,0,0,0,0,"Sockeye","Wild",NA,"LWG-BON","No"
2013,"Salmon","PETTLC","522.303.633.002",136,53,0,0,0,0,0,0,0,0,"Sockeye","Wild",NA,"LWG-BON","No"
2013,"Salmon","RLCTRP","522.303.615.003",135,123,0,3,2.44,0,0,3,0,0,"Sockeye","Wild",NA,"LWG-BON","No"
2012,"Salmon","ALTULC","522.303.633",158,1,0,0,0,0,0,0,0,0,"Sockeye","Wild",NA,"LWG-BON","No"
2012,"Salmon","PETTLC","522.303.633.002",142,13,0,0,0,0,0,0,0,0,"Sockeye","Wild",NA,"LWG-BON","No"
2012,"Salmon","RLCTRP","522.303.615.003",136,266,0,3,1.13,0,0,2,1,0,"Sockeye","Wild",NA,"LWG-BON","No"
2011,"Salmon","PETTLC","522.303.633.002",156,20,0,0,0,0,0,0,0,0,"Sockeye","Wild",NA,"LWG-BON","No"
2011,"Salmon","RLCTRP","522.303.615.003",150,131,0,0,0,0,0,0,0,0,"Sockeye","Wild",NA,"LWG-BON","No"
2010,"Salmon","PETTLC","522.303.633.002",148,11,0,0,0,0,0,0,0,0,"Sockeye","Wild",NA,"LWG-BON","No"
2010,"Salmon","RLCTRP","522.303.615.003",146,58,0,0,0,0,0,0,0,0,"Sockeye","Wild",NA,"LWG-BON","No"
2009,"Salmon","ALTULC","522.303.633",142,12,0,0,0,0,0,0,0,0,"Sockeye","Wild",NA,"LWG-BON","No"
2009,"Salmon","PETTLC","522.303.633.002",147,11,0,0,0,0,0,0,0,0,"Sockeye","Wild",NA,"LWG-BON","No"
2009,"Salmon","RLCTRP","522.303.615.003",143,23,0,0,0,0,0,0,0,0,"Sockeye","Wild",NA,"LWG-BON","No"
